STUDENT_ID,FALL_COHORT,COHORT_TYPE,GENDER,N__IPEDS_ETHNICITY,ENROLLMENT_STATUS,EXCLUSION_ELIGIBLE,ENROLLED_FALL_2020
ID003121,2019,FTF,F,BLACK,F,N,Y
ID003122,2019,FTF,F,WHITE,F,N,Y
ID003123,2019,UD,F,WHITE,P,N,Y
ID003124,2019,N/A,F,WHITE,F,N,Y
ID003125,2019,N/A,F,WHITE,F,N,Y
ID003126,2019,N/A,F,WHITE,F,N,Y
ID003127,2019,N/A,F,WHITE,F,N,Y
ID003128,2019,N/A,F,HISPA,F,N,Y
ID003129,2019,N/A,F,TWOMORE,F,N,Y
ID003130,2019,N/A,M,WHITE,F,N,Y
ID003131,2019,N/A,F,WHITE,P,N,Y
ID003132,2019,FTF,F,WHITE,P,N,Y
ID003133,2019,N/A,F,HISPA,F,N,Y
ID003134,2019,N/A,F,WHITE,F,N,Y
ID003135,2019,N/A,M,WHITE,F,N,Y
ID003136,2019,N/A,M,WHITE,F,N,Y
ID003137,2019,N/A,F,HISPA,F,N,Y
ID003138,2019,FTF,M,WHITE,F,N,Y
ID003139,2019,LD,F,WHITE,F,N,Y
ID003140,2019,N/A,M,WHITE,F,N,Y
ID003141,2019,N/A,F,HISPA,F,N,Y
ID003142,2019,N/A,M,WHITE,F,N,Y
ID003143,2019,N/A,F,TWOMORE,F,N,Y
ID003144,2019,N/A,F,WHITE,F,N,Y
ID003145,2019,FTF,F,HISPA,F,N,Y
ID003146,2019,FTF,M,BLACK,F,N,Y
ID003147,2019,N/A,F,WHITE,F,N,Y
ID003148,2019,N/A,F,WHITE,F,N,Y
ID003149,2019,FTF,F,WHITE,F,N,Y
ID003150,2019,FTF,F,WHITE,F,N,Y
ID003151,2019,FTF,F,WHITE,F,N,Y
ID003152,2019,N/A,M,HISPA,F,N,Y
ID003153,2019,N/A,F,WHITE,F,N,Y
ID003154,2019,FTF,M,WHITE,F,N,Y
ID003155,2019,N/A,F,WHITE,P,N,Y
ID003156,2019,N/A,M,WHITE,F,N,Y
ID003157,2019,N/A,F,HISPA,F,N,Y
ID003158,2019,N/A,M,WHITE,F,N,Y
ID003159,2019,N/A,M,HISPA,F,N,Y
ID003160,2019,FTF,M,TWOMORE,F,N,Y
ID003161,2019,FTF,M,WHITE,F,N,Y
ID003162,2019,FTF,M,WHITE,F,N,Y
ID003163,2019,N/A,M,WHITE,F,N,Y
ID003164,2019,FTF,F,WHITE,F,N,Y
ID003165,2019,UD,F,WHITE,F,N,Y
ID003166,2019,FTF,F,WHITE,F,N,Y
ID003167,2019,FTF,M,WHITE,F,N,Y
ID003168,2019,N/A,M,HISPA,F,N,Y
ID003169,2019,N/A,F,WHITE,F,N,Y
ID003170,2019,FTF,F,WHITE,P,N,Y
ID003171,2019,N/A,M,WHITE,F,N,Y
ID003172,2019,FTF,M,BLACK,F,N,Y
ID003173,2019,UD,F,BLACK,F,N,Y
ID003174,2019,FTF,M,WHITE,F,N,Y
ID003175,2019,FTF,M,WHITE,F,N,Y
ID003176,2019,N/A,F,WHITE,F,N,Y
ID003177,2019,N/A,F,WHITE,F,N,Y
ID003178,2019,N/A,F,WHITE,F,N,Y
ID003179,2019,LD,M,WHITE,F,N,Y
ID003180,2019,LD,F,WHITE,F,N,Y
ID003181,2019,N/A,F,ASIAN,F,N,Y
ID003182,2019,N/A,F,WHITE,F,N,Y
ID003183,2019,FTF,M,TWOMORE,F,N,Y
ID003184,2019,N/A,M,WHITE,F,N,Y
ID003185,2019,N/A,F,WHITE,F,N,Y
ID003186,2019,N/A,M,AMIND,F,N,Y
ID003187,2019,UD,F,WHITE,F,N,Y
ID003188,2019,N/A,F,HISPA,P,N,Y
ID003189,2019,FTF,F,ASIAN,F,N,Y
ID003190,2019,N/A,M,ASIAN,F,N,Y
ID003191,2019,N/A,M,INTL,F,N,Y
ID003192,2019,FTF,F,WHITE,F,N,Y
ID003193,2019,N/A,M,NSPEC,P,N,Y
ID003194,2019,N/A,F,WHITE,F,N,Y
ID003195,2019,N/A,F,WHITE,F,N,Y
ID003196,2019,N/A,M,WHITE,F,N,Y
ID003197,2019,FTF,M,WHITE,F,N,Y
ID003198,2019,FTF,M,WHITE,F,N,Y
ID003199,2019,N/A,F,WHITE,F,N,Y
ID003200,2019,N/A,F,WHITE,F,N,Y
ID003201,2019,N/A,F,WHITE,F,N,Y
ID003202,2019,N/A,M,INTL,F,N,Y
ID003203,2019,FTF,F,INTL,P,N,Y
ID003204,2019,FTF,F,INTL,F,N,Y
ID003205,2019,N/A,M,NSPEC,P,N,Y
ID003206,2019,FTF,M,INTL,F,N,Y
ID003207,2019,N/A,F,INTL,P,N,Y
ID003208,2019,N/A,F,INTL,F,N,Y
ID003209,2019,N/A,F,NSPEC,P,N,Y
ID003210,2019,N/A,M,NSPEC,P,N,Y
ID003211,2019,N/A,M,NSPEC,P,N,Y
ID003212,2019,FTF,F,INTL,F,N,Y
ID003213,2019,N/A,F,NSPEC,P,N,Y
ID003214,2019,FTF,F,INTL,F,N,Y
ID003215,2019,N/A,F,NSPEC,P,N,Y
ID003216,2019,FTF,F,INTL,F,N,Y
ID003217,2019,N/A,M,INTL,F,N,Y
ID003218,2019,N/A,M,NSPEC,P,N,Y
ID003219,2019,FTF,F,INTL,F,N,Y
ID003220,2019,FTF,M,INTL,F,N,Y
ID003221,2019,FTF,M,INTL,F,N,Y
ID003222,2019,N/A,M,NSPEC,P,N,Y
ID003223,2019,N/A,M,NSPEC,P,N,Y
ID003224,2019,UD,M,INTL,F,N,Y
ID003225,2019,N/A,M,NSPEC,P,N,Y
ID003226,2019,N/A,M,NSPEC,P,N,Y
ID003227,2019,N/A,M,INTL,F,N,Y
ID003228,2019,N/A,F,INTL,F,N,Y
ID003229,2019,N/A,F,NSPEC,P,N,Y
ID003230,2019,N/A,M,WHITE,F,N,Y
ID003231,2019,N/A,F,WHITE,F,N,Y
ID003232,2019,N/A,M,WHITE,F,N,Y
ID003233,2019,N/A,F,HISPA,F,N,Y
ID003234,2019,N/A,F,WHITE,F,N,Y
ID003235,2019,N/A,F,HISPA,F,N,Y
ID003236,2019,UD,F,BLACK,F,N,Y
ID003237,2019,N/A,F,WHITE,P,N,Y
ID003238,2019,N/A,F,WHITE,F,N,Y
ID003239,2019,N/A,M,WHITE,F,N,Y
ID003240,2019,N/A,M,WHITE,F,N,Y
ID003241,2019,FTF,F,TWOMORE,F,N,Y
ID003242,2019,N/A,M,WHITE,F,N,Y
ID003243,2019,FTF,M,WHITE,F,N,Y
ID003244,2019,N/A,F,WHITE,F,N,Y
ID003245,2019,N/A,M,WHITE,F,N,Y
ID003246,2019,N/A,M,WHITE,F,N,Y
ID003247,2019,FTF,F,WHITE,F,N,Y
ID003248,2019,N/A,M,WHITE,F,N,Y
ID003249,2019,N/A,F,WHITE,F,N,Y
ID003250,2019,N/A,F,HISPA,F,N,Y
ID003251,2019,N/A,F,HISPA,F,N,Y
ID003252,2019,N/A,M,NSPEC,P,N,Y
ID003253,2019,FTF,M,HISPA,F,N,Y
ID003254,2019,FTF,F,HISPA,F,N,Y
ID003255,2019,N/A,M,WHITE,F,N,Y
ID003256,2019,N/A,F,WHITE,P,N,Y
ID003257,2019,FTF,F,WHITE,P,N,Y
ID003258,2019,FTF,M,WHITE,F,N,Y
ID003259,2019,FTF,M,TWOMORE,F,N,Y
ID003260,2019,N/A,F,HISPA,F,N,Y
ID003261,2019,N/A,M,WHITE,F,N,Y
ID003262,2019,N/A,M,WHITE,F,N,Y
ID003263,2019,N/A,F,WHITE,F,N,Y
ID003264,2019,N/A,M,WHITE,F,N,Y
ID003265,2019,N/A,F,WHITE,F,N,Y
ID003266,2019,N/A,M,WHITE,F,N,Y
ID003267,2019,N/A,F,WHITE,F,N,Y
ID003268,2019,N/A,F,BLACK,F,N,Y
ID003269,2019,UD,F,WHITE,F,N,Y
ID003270,2019,N/A,F,WHITE,F,N,Y
ID003271,2019,N/A,F,TWOMORE,F,N,Y
ID003272,2019,N/A,M,WHITE,F,N,Y
ID003273,2019,N/A,F,WHITE,F,N,Y
ID003274,2019,N/A,F,WHITE,F,N,Y
ID003275,2019,FTF,F,WHITE,F,N,Y
ID003276,2019,N/A,F,WHITE,F,N,Y
ID003277,2019,N/A,F,HISPA,F,N,Y
ID003278,2019,N/A,F,HISPA,F,N,Y
ID003279,2019,N/A,M,WHITE,P,N,Y
ID003280,2019,LD,F,BLACK,F,N,Y
ID003281,2019,N/A,F,TWOMORE,F,N,Y
ID003282,2019,N/A,F,WHITE,P,N,Y
ID003283,2019,N/A,F,WHITE,P,N,Y
ID003284,2019,N/A,F,WHITE,P,N,Y
ID003285,2019,N/A,M,WHITE,F,N,Y
ID003286,2019,N/A,M,HISPA,F,N,Y
ID003287,2019,N/A,F,HISPA,F,N,Y
ID003288,2019,N/A,F,NSPEC,P,N,Y
ID003289,2019,N/A,F,WHITE,P,N,Y
ID003290,2019,N/A,M,HISPA,F,N,Y
ID003291,2019,LD,F,WHITE,F,N,Y
ID003292,2019,N/A,M,WHITE,P,N,Y
ID003293,2019,N/A,M,BLACK,F,N,Y
ID003294,2019,N/A,F,WHITE,F,N,Y
ID003295,2019,N/A,M,HISPA,F,N,Y
ID003296,2019,N/A,F,WHITE,P,N,Y
ID003297,2019,N/A,M,WHITE,P,N,Y
ID003298,2019,N/A,F,AMIND,F,N,Y
ID003299,2019,N/A,F,WHITE,F,N,Y
ID003300,2019,N/A,F,WHITE,P,N,Y
ID003301,2019,UD,M,WHITE,F,N,Y
ID003302,2019,N/A,F,WHITE,F,N,Y
ID003303,2019,FTF,M,WHITE,F,N,Y
ID003304,2019,FTF,F,WHITE,F,N,Y
ID003305,2019,FTF,F,WHITE,F,N,Y
ID003306,2019,N/A,F,BLACK,F,N,Y
ID003307,2019,FTF,F,WHITE,F,N,Y
ID003308,2019,N/A,F,NSPEC,P,N,Y
ID003309,2019,N/A,F,TWOMORE,F,N,Y
ID003310,2019,UD,F,HISPA,F,N,Y
ID003311,2019,N/A,M,HISPA,F,N,Y
ID003312,2019,N/A,F,HISPA,F,N,Y
ID003313,2019,N/A,F,HISPA,F,N,Y
ID003314,2019,FTF,M,HISPA,F,N,Y
ID003315,2019,N/A,F,HISPA,F,N,Y
ID003316,2019,N/A,F,HISPA,F,N,Y
ID003317,2019,N/A,M,HISPA,F,N,Y
ID003318,2019,FTF,F,HISPA,F,N,Y
ID003319,2019,UD,F,HISPA,F,N,Y
ID003320,2019,FTF,M,HISPA,F,N,Y
ID003321,2019,N/A,M,HISPA,F,N,Y
ID003322,2019,LD,M,HISPA,F,N,Y
ID003323,2019,FTF,F,HISPA,P,N,Y
ID003324,2019,UD,F,HISPA,F,N,Y
ID003325,2019,FTF,F,HISPA,F,N,Y
ID003326,2019,N/A,F,WHITE,F,N,Y
ID003327,2019,N/A,M,INTL,F,N,Y
ID003328,2019,FTF,F,ASIAN,F,N,Y
ID003329,2019,N/A,F,ASIAN,F,N,Y
ID003330,2019,FTF,F,AMIND,F,N,Y
ID003331,2019,N/A,M,TWOMORE,F,N,Y
ID003332,2019,N/A,F,HISPA,F,N,Y
ID003333,2019,N/A,F,HISPA,F,N,Y
ID003334,2019,FTF,F,HISPA,F,N,Y
ID003335,2019,N/A,M,TWOMORE,F,N,Y
ID003336,2019,UD,M,AMIND,F,N,Y
ID003337,2019,N/A,M,WHITE,F,N,Y
ID003338,2019,N/A,F,WHITE,F,N,Y
ID003339,2019,N/A,F,WHITE,F,N,Y
ID003340,2019,FTF,F,HISPA,F,N,Y
ID003341,2019,N/A,M,BLACK,F,N,Y
ID003342,2019,FTF,M,TWOMORE,F,N,Y
ID003343,2019,N/A,F,WHITE,F,N,Y
ID003344,2019,FTF,M,TWOMORE,F,N,Y
ID003345,2019,N/A,M,WHITE,F,N,Y
ID003346,2019,N/A,F,HISPA,F,N,Y
ID003347,2019,FTF,M,TWOMORE,F,N,Y
ID003348,2019,N/A,F,TWOMORE,F,N,Y
ID003349,2019,N/A,M,HISPA,F,N,Y
ID003350,2019,N/A,M,HISPA,F,N,Y
ID003351,2019,N/A,F,HISPA,F,N,Y
ID003352,2019,N/A,F,BLACK,F,N,Y
ID003353,2019,N/A,M,HISPA,F,N,Y
ID003354,2019,N/A,M,WHITE,F,N,Y
ID003355,2019,FTF,F,WHITE,F,N,Y
ID003356,2019,FTF,M,WHITE,F,N,Y
ID003357,2019,FTF,M,WHITE,F,N,Y
ID003358,2019,N/A,F,TWOMORE,P,N,Y
ID003359,2019,FTF,F,HISPA,F,N,Y
ID003360,2019,FTF,F,HISPA,F,N,Y
ID003361,2019,FTF,F,HISPA,F,N,Y
ID003362,2019,N/A,F,HISPA,P,N,Y
ID003363,2019,N/A,F,HISPA,F,N,Y
ID003364,2019,N/A,F,ASIAN,F,N,Y
ID003365,2019,FTF,F,WHITE,F,N,Y
ID003366,2019,FTF,F,WHITE,F,N,Y
ID003367,2019,N/A,F,WHITE,F,N,Y
ID003368,2019,N/A,M,BLACK,F,N,Y
ID003369,2019,FTF,M,TWOMORE,F,N,Y
ID003370,2019,FTF,M,INTL,F,N,Y
ID003371,2019,N/A,M,ASIAN,F,N,Y
ID003372,2019,N/A,M,WHITE,F,N,Y
ID003373,2019,N/A,F,NSPEC,F,N,Y
ID003374,2019,LD,M,WHITE,F,N,Y
ID003375,2019,LD,F,WHITE,F,N,Y
ID003376,2019,FTF,F,HISPA,F,N,Y
ID003377,2019,FTF,F,WHITE,F,N,Y
ID003378,2019,N/A,F,WHITE,F,N,Y
ID003379,2019,FTF,F,WHITE,F,N,Y
ID003380,2019,FTF,F,WHITE,F,N,Y
ID003381,2019,N/A,F,WHITE,F,N,Y
ID003382,2019,N/A,F,HISPA,F,N,Y
ID003383,2019,FTF,M,WHITE,F,N,Y
ID003384,2019,N/A,F,WHITE,F,N,Y
ID003385,2019,UD,F,WHITE,F,N,Y
ID003386,2019,FTF,F,WHITE,F,N,Y
ID003387,2019,FTF,F,WHITE,F,N,Y
ID003388,2019,N/A,F,WHITE,F,N,Y
ID003389,2019,N/A,F,HISPA,F,N,Y
ID003390,2019,N/A,M,BLACK,F,N,Y
ID003391,2019,N/A,F,WHITE,F,N,Y
ID003392,2019,N/A,F,TWOMORE,F,N,Y
ID003393,2019,LD,F,WHITE,F,N,Y
ID003394,2019,N/A,F,WHITE,F,N,Y
ID003395,2019,N/A,M,HISPA,F,N,Y
ID003396,2019,N/A,F,TWOMORE,F,N,Y
ID003397,2019,N/A,F,WHITE,F,N,Y
ID003398,2019,FTF,F,HISPA,F,N,Y
ID003399,2019,FTF,F,WHITE,F,N,Y
ID003400,2019,N/A,M,HISPA,F,N,Y
ID003401,2019,N/A,M,ASIAN,F,N,Y
ID003402,2019,FTF,F,HISPA,F,N,Y
ID003403,2019,N/A,F,HISPA,F,N,Y
ID003404,2019,N/A,F,TWOMORE,F,N,Y
ID003405,2019,N/A,M,WHITE,P,N,Y
ID003406,2019,FTF,F,AMIND,F,N,Y
ID003407,2019,LD,F,WHITE,F,N,Y
ID003408,2019,N/A,M,WHITE,P,N,Y
ID003409,2019,FTF,F,WHITE,F,N,Y
ID003410,2019,N/A,M,WHITE,F,N,Y
ID003411,2019,FTF,F,ASIAN,P,N,Y
ID003412,2019,N/A,F,HISPA,F,N,Y
ID003413,2019,N/A,F,WHITE,F,N,Y
ID003414,2019,N/A,F,WHITE,F,N,Y
ID003415,2019,UD,F,TWOMORE,F,N,Y
ID003416,2019,FTF,F,WHITE,F,N,Y
ID003417,2019,N/A,F,WHITE,F,N,Y
ID003418,2019,FTF,F,WHITE,F,N,Y
ID003419,2019,N/A,M,WHITE,F,N,Y
ID003420,2019,N/A,F,WHITE,F,N,Y
ID003421,2019,FTF,M,WHITE,F,N,Y
ID003422,2019,N/A,M,INTL,F,N,Y
ID003423,2019,N/A,M,HISPA,F,N,Y
ID003424,2019,N/A,F,WHITE,F,N,Y
ID003425,2019,N/A,F,WHITE,F,N,Y
ID003426,2019,N/A,F,WHITE,F,N,Y
ID003427,2019,FTF,M,WHITE,F,N,Y
ID003428,2019,N/A,F,BLACK,F,N,Y
ID003429,2019,N/A,F,WHITE,F,N,Y
ID003430,2019,FTF,F,WHITE,F,N,Y
ID003431,2019,N/A,F,TWOMORE,F,N,Y
ID003432,2019,N/A,F,BLACK,P,N,Y
ID003433,2019,N/A,F,WHITE,F,N,Y
ID003434,2019,N/A,M,WHITE,F,N,Y
ID003435,2019,N/A,F,WHITE,P,N,Y
ID003436,2019,N/A,F,WHITE,F,N,Y
ID003437,2019,N/A,F,WHITE,F,N,Y
ID003438,2019,N/A,F,WHITE,F,N,Y
ID003439,2019,N/A,F,HISPA,F,N,Y
ID003440,2019,N/A,M,HISPA,F,N,Y
ID003441,2019,N/A,M,HISPA,P,N,Y
ID003442,2019,N/A,F,HISPA,F,N,Y
ID003443,2019,N/A,F,HISPA,F,N,Y
ID003444,2019,N/A,F,HISPA,F,N,Y
ID003445,2019,N/A,F,HISPA,F,N,Y
ID003446,2019,FTF,M,HISPA,F,N,Y
ID003447,2019,LD,M,WHITE,F,N,Y
ID003448,2019,N/A,M,WHITE,F,N,Y
ID003449,2019,N/A,F,TWOMORE,F,N,Y
ID003450,2019,N/A,F,HISPA,F,N,Y
ID003451,2019,UD,M,WHITE,F,N,Y
ID003452,2019,N/A,M,WHITE,P,N,Y
ID003453,2019,N/A,F,TWOMORE,F,N,Y
ID003454,2019,N/A,F,WHITE,F,N,Y
ID003455,2019,N/A,F,WHITE,F,N,Y
ID003456,2019,N/A,F,WHITE,F,N,Y
ID003457,2019,N/A,F,WHITE,F,N,Y
ID003458,2019,N/A,F,WHITE,F,N,Y
ID003459,2019,N/A,M,WHITE,F,N,Y
ID003460,2019,N/A,M,WHITE,F,N,Y
ID003461,2019,N/A,F,WHITE,F,N,Y
ID003462,2019,UD,M,HISPA,F,N,Y
ID003463,2019,N/A,M,WHITE,F,N,Y
ID003464,2019,N/A,F,TWOMORE,F,N,Y
ID003465,2019,N/A,F,WHITE,F,N,Y
ID003466,2019,N/A,F,NSPEC,F,N,Y
ID003467,2019,N/A,F,WHITE,F,N,Y
ID003468,2019,N/A,F,WHITE,F,N,Y
ID003469,2019,N/A,F,AMIND,P,N,Y
ID003470,2019,N/A,F,WHITE,F,N,Y
ID003471,2019,UD,F,WHITE,F,N,Y
ID003472,2019,N/A,M,AMIND,F,N,Y
ID003473,2019,N/A,M,WHITE,F,N,Y
ID003474,2019,N/A,M,WHITE,F,N,Y
ID003475,2019,N/A,F,WHITE,F,N,Y
ID003476,2019,N/A,M,WHITE,F,N,Y
ID003477,2019,N/A,M,HISPA,F,N,Y
ID003478,2019,N/A,F,WHITE,F,N,Y
ID003479,2019,N/A,M,WHITE,F,N,Y
ID003480,2019,N/A,F,WHITE,F,N,Y
ID003481,2019,FTF,F,TWOMORE,F,N,Y
ID003482,2019,N/A,F,WHITE,F,N,Y
ID003483,2019,FTF,F,HISPA,F,N,Y
ID003484,2019,N/A,F,WHITE,F,N,Y
ID003485,2019,UD,F,HISPA,F,N,Y
ID003486,2019,LD,F,WHITE,F,N,Y
ID003487,2019,N/A,F,WHITE,F,N,Y
ID003488,2019,FTF,M,WHITE,F,N,Y
ID003489,2019,N/A,F,WHITE,F,N,Y
ID003490,2019,N/A,F,WHITE,F,N,Y
ID003491,2019,N/A,F,WHITE,P,N,Y
ID003492,2019,FTF,F,WHITE,F,N,Y
ID003493,2019,FTF,F,WHITE,F,N,Y
ID003494,2019,N/A,M,WHITE,F,N,Y
ID003495,2019,N/A,F,WHITE,F,N,Y
ID003496,2019,N/A,M,WHITE,F,N,Y
ID003497,2019,N/A,M,WHITE,F,N,Y
ID003498,2019,N/A,F,WHITE,F,N,Y
ID003499,2019,N/A,M,WHITE,F,N,Y
ID003500,2019,N/A,F,WHITE,F,N,Y
ID003501,2019,N/A,F,WHITE,F,N,Y
ID003502,2019,N/A,M,HISPA,F,N,Y
ID003503,2019,N/A,F,WHITE,F,N,Y
ID003504,2019,N/A,F,WHITE,F,N,Y
ID003505,2019,N/A,F,WHITE,F,N,Y
ID003506,2019,FTF,F,WHITE,F,N,Y
ID003507,2019,N/A,F,WHITE,F,N,Y
ID003508,2019,UD,F,WHITE,F,N,Y
ID003509,2019,N/A,M,WHITE,F,N,Y
ID003510,2019,N/A,M,WHITE,F,N,Y
ID003511,2019,N/A,M,WHITE,F,N,Y
ID003512,2019,LD,F,WHITE,F,N,Y
ID003513,2019,N/A,M,WHITE,P,N,Y
ID003514,2019,N/A,M,WHITE,P,N,Y
ID003515,2019,N/A,F,HISPA,F,N,Y
ID003516,2019,FTF,F,HISPA,F,N,Y
ID003517,2019,N/A,F,HISPA,F,N,Y
ID003518,2019,FTF,F,WHITE,P,N,Y
ID003519,2019,FTF,F,WHITE,F,N,Y
ID003520,2019,N/A,F,TWOMORE,F,N,Y
ID003521,2019,LD,M,WHITE,F,N,Y
ID003522,2019,FTF,F,WHITE,F,N,Y
ID003523,2019,FTF,F,BLACK,F,N,Y
ID003524,2019,N/A,F,HISPA,F,N,Y
ID003525,2019,N/A,F,WHITE,F,N,Y
ID003526,2019,N/A,F,ASIAN,F,N,Y
ID003527,2019,FTF,F,WHITE,F,N,Y
ID003528,2019,N/A,F,WHITE,F,N,Y
ID003529,2019,N/A,F,HISPA,F,N,Y
ID003530,2019,N/A,F,WHITE,F,N,Y
ID003531,2019,N/A,F,WHITE,F,N,Y
ID003532,2019,N/A,F,WHITE,F,N,Y
ID003533,2019,N/A,F,WHITE,F,N,Y
ID003534,2019,N/A,F,AMIND,F,N,Y
ID003535,2019,N/A,M,WHITE,F,N,Y
ID003536,2019,FTF,F,HISPA,F,N,Y
ID003537,2019,N/A,F,BLACK,F,N,Y
ID003538,2019,FTF,F,WHITE,F,N,Y
ID003539,2019,FTF,M,WHITE,F,N,Y
ID003540,2019,N/A,F,WHITE,F,N,Y
ID003541,2019,N/A,F,HISPA,F,N,Y
ID003542,2019,N/A,F,WHITE,F,N,Y
ID003543,2019,N/A,M,WHITE,F,N,Y
ID003544,2019,FTF,F,HISPA,P,N,Y
ID003545,2019,N/A,M,WHITE,F,N,Y
ID003546,2019,FTF,F,TWOMORE,F,N,Y
ID003547,2019,N/A,F,WHITE,P,N,Y
ID003548,2019,FTF,F,TWOMORE,P,N,Y
ID003549,2019,N/A,F,WHITE,F,N,Y
ID003550,2019,FTF,M,WHITE,P,N,Y
ID003551,2019,FTF,F,WHITE,P,N,Y
ID003552,2019,N/A,F,WHITE,F,N,Y
ID003553,2019,FTF,F,TWOMORE,F,N,Y
ID003554,2019,N/A,F,WHITE,F,N,Y
ID003555,2019,N/A,F,WHITE,F,N,Y
ID003556,2019,N/A,M,WHITE,F,N,Y
ID003557,2019,LD,F,WHITE,F,N,Y
ID003558,2019,N/A,M,HISPA,F,N,Y
ID003559,2019,N/A,F,WHITE,F,N,Y
ID003560,2019,FTF,M,WHITE,F,N,Y
ID003561,2019,N/A,F,HISPA,F,N,Y
ID003562,2019,N/A,M,WHITE,F,N,Y
ID003563,2019,N/A,M,HISPA,F,N,Y
ID003564,2019,FTF,F,TWOMORE,F,N,Y
ID003565,2019,FTF,F,WHITE,F,N,Y
ID003566,2019,N/A,M,WHITE,P,N,Y
ID003567,2019,N/A,M,WHITE,F,N,Y
ID003568,2019,N/A,M,WHITE,F,N,Y
ID003569,2019,N/A,F,HISPA,F,N,Y
ID003570,2019,N/A,F,BLACK,F,N,Y
ID003571,2019,N/A,F,WHITE,F,N,Y
ID003572,2019,N/A,F,WHITE,F,N,Y
ID003573,2019,FTF,M,AMIND,F,N,Y
ID003574,2019,LD,M,WHITE,F,N,Y
ID003575,2019,N/A,F,WHITE,F,N,Y
ID003576,2019,N/A,M,ASIAN,F,N,Y
ID003577,2019,FTF,M,WHITE,P,N,Y
ID003578,2019,FTF,M,WHITE,F,N,Y
ID003579,2019,N/A,M,WHITE,F,N,Y
ID003580,2019,N/A,F,HISPA,F,N,Y
ID003581,2019,UD,M,BLACK,P,N,Y
ID003582,2019,N/A,F,HISPA,F,N,Y
ID003583,2019,N/A,F,HISPA,F,N,Y
ID003584,2019,N/A,M,WHITE,F,N,Y
ID003585,2019,FTF,F,WHITE,F,N,Y
ID003586,2019,FTF,F,WHITE,F,N,Y
ID003587,2019,N/A,F,NSPEC,F,N,Y
ID003588,2019,N/A,M,WHITE,F,N,Y
ID003589,2019,N/A,M,WHITE,F,N,Y
ID003590,2019,UD,F,WHITE,P,N,Y
ID003591,2019,FTF,F,WHITE,F,N,Y
ID003592,2019,N/A,M,HISPA,F,N,Y
ID003593,2019,N/A,F,HISPA,F,N,Y
ID003594,2019,N/A,F,WHITE,F,N,Y
ID003595,2019,N/A,M,WHITE,F,N,Y
ID003596,2019,FTF,M,WHITE,F,N,Y
ID003597,2019,FTF,M,WHITE,F,N,Y
ID003598,2019,N/A,F,WHITE,F,N,Y
ID003599,2019,FTF,F,WHITE,F,N,Y
ID003600,2019,N/A,F,WHITE,F,N,Y
ID003601,2019,N/A,M,AMIND,F,N,Y
ID003602,2019,FTF,M,WHITE,F,N,Y
ID003603,2019,FTF,M,BLACK,P,N,Y
ID003604,2019,UD,M,WHITE,F,N,Y
ID003605,2019,UD,F,WHITE,F,N,Y
ID003606,2019,FTF,F,WHITE,F,N,Y
ID003607,2019,N/A,M,BLACK,F,N,Y
ID003608,2019,FTF,M,AMIND,F,N,Y
ID003609,2019,UD,F,ASIAN,P,N,Y
ID003610,2019,N/A,M,WHITE,F,N,Y
ID003611,2019,UD,F,HISPA,F,N,Y
ID003612,2019,N/A,F,HISPA,F,N,Y
ID003613,2019,N/A,F,WHITE,F,N,Y
ID003614,2019,FTF,F,ASIAN,P,N,Y
ID003615,2019,FTF,M,WHITE,F,N,Y
ID003616,2019,FTF,F,WHITE,F,N,Y
ID003617,2019,N/A,F,HISPA,F,N,Y
ID003618,2019,N/A,M,WHITE,F,N,Y
ID003619,2019,N/A,F,WHITE,F,N,Y
ID003620,2019,N/A,F,WHITE,F,N,Y
ID003621,2019,N/A,F,WHITE,P,N,Y
ID003622,2019,N/A,M,WHITE,F,N,Y
ID003623,2019,N/A,M,TWOMORE,F,N,Y
ID003624,2019,FTF,M,WHITE,F,N,Y
ID003625,2019,N/A,M,WHITE,P,N,Y
ID003626,2019,N/A,F,WHITE,F,N,Y
ID003627,2019,N/A,F,ASIAN,F,N,Y
ID003628,2019,N/A,F,WHITE,F,N,Y
ID003629,2019,N/A,M,HISPA,F,N,Y
ID003630,2019,N/A,M,WHITE,F,N,Y
ID003631,2019,N/A,F,WHITE,F,N,Y
ID003632,2019,N/A,F,WHITE,F,N,Y
ID003633,2019,N/A,F,WHITE,F,N,Y
ID003634,2019,UD,M,WHITE,F,N,Y
ID003635,2019,N/A,M,WHITE,F,N,Y
ID003636,2019,N/A,F,HISPA,F,N,Y
ID003637,2019,FTF,M,BLACK,P,N,Y
ID003638,2019,N/A,F,WHITE,F,N,Y
ID003639,2019,N/A,F,WHITE,F,N,Y
ID003640,2019,N/A,M,HISPA,F,N,Y
ID003641,2019,FTF,F,WHITE,F,N,Y
ID003642,2019,N/A,M,WHITE,F,N,Y
ID003643,2019,N/A,M,WHITE,F,N,Y
ID003644,2019,N/A,M,WHITE,F,N,Y
ID003645,2019,N/A,F,AMIND,F,N,Y
ID003646,2019,FTF,M,WHITE,F,N,Y
ID003647,2019,N/A,F,WHITE,F,N,Y
ID003648,2019,LD,M,WHITE,F,N,Y
ID003649,2019,N/A,F,WHITE,F,N,Y
ID003650,2019,N/A,M,WHITE,F,N,Y
ID003651,2019,N/A,M,WHITE,F,N,Y
ID003652,2019,FTF,F,WHITE,F,N,Y
ID003653,2019,FTF,F,INTL,F,N,Y
