STUDENT_ID,FALL_COHORT,COHORT_TYPE,GENDER,N__IPEDS_ETHNICITY,ENROLLMENT_STATUS,EXCLUSION_ELIGIBLE,ENROLLED_FALL_2020
ID014926,2019,N/A,F,AMIND,P,N,Y
ID014927,2019,N/A,M,WHITE,P,N,Y
ID014928,2019,N/A,F,ASIAN,F,N,Y
ID014929,2019,N/A,F,WHITE,P,N,Y
ID014930,2019,N/A,M,BLACK,P,N,Y
ID014931,2019,N/A,F,WHITE,P,N,Y
ID014932,2019,N/A,M,WHITE,P,N,Y
ID014933,2019,N/A,F,WHITE,P,N,Y
ID014934,2019,N/A,F,HISPA,P,N,Y
ID014935,2019,N/A,M,WHITE,P,N,Y
ID014936,2019,N/A,M,INTL,F,N,Y
ID014937,2019,N/A,F,WHITE,P,N,Y
ID014938,2019,N/A,F,WHITE,F,N,Y
ID014939,2019,N/A,M,INTL,F,N,Y
ID014940,2019,N/A,F,HISPA,P,N,Y
ID014941,2019,N/A,F,WHITE,P,N,Y
ID014942,2019,N/A,M,HISPA,F,N,Y
ID014943,2019,N/A,F,HISPA,P,N,Y
ID014944,2019,N/A,F,AMIND,F,N,Y
ID014945,2019,N/A,M,HISPA,F,N,Y
ID014946,2019,N/A,M,HISPA,P,N,Y
ID014947,2019,N/A,F,HISPA,F,N,Y
ID014948,2019,N/A,F,ASIAN,F,N,Y
ID014949,2019,N/A,F,PACIF,P,N,Y
ID014950,2019,N/A,F,WHITE,P,N,Y
ID014951,2019,N/A,F,WHITE,F,N,Y
ID014952,2019,N/A,F,HISPA,P,N,Y
ID014953,2019,N/A,F,HISPA,P,N,Y
ID014954,2019,N/A,F,HISPA,F,N,Y
ID014955,2019,N/A,F,TWOMORE,F,N,Y
ID014956,2019,N/A,F,WHITE,F,N,Y
ID014957,2019,N/A,M,WHITE,F,N,Y
ID014958,2019,N/A,M,WHITE,F,N,Y
ID014959,2019,N/A,M,WHITE,F,N,Y
ID014960,2019,N/A,F,INTL,F,N,Y
ID014961,2019,N/A,F,WHITE,P,N,Y
ID014962,2019,N/A,M,INTL,F,N,Y
ID014963,2019,N/A,F,WHITE,F,N,Y
ID014964,2019,N/A,F,WHITE,P,N,Y
ID014965,2019,N/A,M,WHITE,F,N,Y
ID014966,2019,N/A,F,WHITE,F,N,Y
ID014967,2019,N/A,M,TWOMORE,P,N,Y
ID014968,2019,N/A,F,WHITE,P,N,Y
ID014969,2019,N/A,M,WHITE,P,N,Y
ID014970,2019,N/A,F,HISPA,P,N,Y
ID014971,2019,N/A,F,HISPA,F,N,Y
ID014972,2019,N/A,F,WHITE,F,N,Y
ID014973,2019,N/A,M,HISPA,P,N,Y
ID014974,2019,N/A,F,WHITE,P,N,Y
ID014975,2019,N/A,F,WHITE,F,N,Y
ID014976,2019,N/A,M,WHITE,F,N,Y
ID014977,2019,N/A,M,HISPA,F,N,Y
ID014978,2019,N/A,M,WHITE,F,N,Y
ID014979,2019,N/A,M,HISPA,P,N,Y
ID014980,2019,N/A,F,HISPA,P,N,Y
ID014981,2019,N/A,F,HISPA,P,N,Y
ID014982,2019,N/A,F,HISPA,P,N,Y
ID014983,2019,N/A,F,WHITE,P,N,Y
ID014984,2019,N/A,F,WHITE,F,N,Y
ID014985,2019,N/A,F,WHITE,F,N,Y
ID014986,2019,N/A,F,WHITE,P,N,Y
ID014987,2019,N/A,F,WHITE,P,N,Y
ID014988,2019,N/A,F,HISPA,P,N,Y
ID014989,2019,N/A,F,WHITE,F,N,Y
ID014990,2019,N/A,M,HISPA,F,N,Y
ID014991,2019,N/A,M,WHITE,F,N,Y
ID014992,2019,N/A,F,WHITE,P,N,Y
ID014993,2019,N/A,M,INTL,P,N,Y
ID014994,2019,N/A,F,HISPA,F,N,Y
ID014995,2019,N/A,F,WHITE,P,N,Y
ID014996,2019,N/A,F,WHITE,F,N,Y
ID014997,2019,N/A,M,WHITE,F,N,Y
ID014998,2019,N/A,F,AMIND,P,N,Y
ID014999,2019,N/A,F,INTL,F,N,Y
ID015000,2019,N/A,F,HISPA,F,N,Y
ID015001,2019,N/A,M,HISPA,F,N,Y
ID015002,2019,N/A,F,HISPA,F,N,Y
ID015003,2019,N/A,M,WHITE,F,N,Y
ID015004,2019,N/A,M,HISPA,F,N,Y
ID015005,2019,N/A,F,WHITE,F,N,Y
ID015006,2019,N/A,F,WHITE,P,N,Y
ID015007,2019,N/A,M,WHITE,F,N,Y
ID015008,2019,N/A,F,BLACK,P,N,Y
ID015009,2019,N/A,F,WHITE,F,N,Y
ID015010,2019,N/A,F,WHITE,F,N,Y
ID015011,2019,N/A,F,WHITE,P,N,Y
ID015012,2019,N/A,F,WHITE,F,N,Y
ID015013,2019,N/A,F,HISPA,F,N,Y
ID015014,2019,N/A,M,HISPA,F,N,Y
ID015015,2019,N/A,F,HISPA,F,N,Y
ID015016,2019,N/A,F,HISPA,P,N,Y
ID015017,2019,N/A,F,HISPA,P,N,Y
ID015018,2019,N/A,F,WHITE,P,N,Y
ID015019,2019,N/A,M,INTL,F,N,Y
ID015020,2019,N/A,M,BLACK,F,N,Y
ID015021,2019,N/A,M,BLACK,F,N,Y
ID015022,2019,N/A,F,WHITE,F,N,Y
ID015023,2019,N/A,M,HISPA,F,N,Y
ID015024,2019,N/A,F,HISPA,F,N,Y
ID015025,2019,N/A,F,WHITE,P,N,Y
ID015026,2019,N/A,F,HISPA,F,N,Y
ID015027,2019,N/A,F,WHITE,P,N,Y
ID015028,2019,N/A,M,INTL,F,N,Y
ID015029,2019,N/A,F,INTL,F,N,Y
ID015030,2019,N/A,F,WHITE,P,N,Y
ID015031,2019,N/A,M,INTL,F,N,Y
ID015032,2019,N/A,F,WHITE,P,N,Y
ID015033,2019,N/A,F,WHITE,P,N,Y
ID015034,2019,N/A,F,BLACK,F,N,Y
ID015035,2019,N/A,M,WHITE,F,N,Y
ID015036,2019,UD,F,HISPA,F,N,Y
ID015037,2019,N/A,M,HISPA,F,N,Y
ID015038,2019,N/A,F,WHITE,F,N,Y
ID015039,2019,N/A,F,HISPA,P,N,Y
ID015040,2019,N/A,F,HISPA,P,N,Y
ID015041,2019,N/A,F,HISPA,P,N,Y
ID015042,2019,N/A,F,WHITE,P,N,Y
ID015043,2019,N/A,F,WHITE,F,N,Y
ID015044,2019,N/A,F,WHITE,F,N,Y
ID015045,2019,N/A,F,HISPA,P,N,Y
ID015046,2019,N/A,M,HISPA,F,N,Y
ID015047,2019,N/A,M,INTL,F,N,Y
ID015048,2019,N/A,F,WHITE,F,N,Y
ID015049,2019,N/A,F,WHITE,F,N,Y
ID015050,2019,N/A,M,WHITE,P,N,Y
ID015051,2019,N/A,M,TWOMORE,F,N,Y
ID015052,2019,N/A,F,WHITE,F,N,Y
ID015053,2019,N/A,F,WHITE,P,N,Y
ID015054,2019,N/A,F,WHITE,P,N,Y
ID015055,2019,N/A,F,WHITE,F,N,Y
ID015056,2019,N/A,F,HISPA,F,N,Y
ID015057,2019,N/A,F,WHITE,F,N,Y
ID015058,2019,N/A,F,WHITE,F,N,Y
ID015059,2019,FTF,M,WHITE,F,N,Y
ID015060,2019,N/A,F,WHITE,F,N,Y
ID015061,2019,N/A,F,WHITE,F,N,Y
ID015062,2019,N/A,F,WHITE,P,N,Y
ID015063,2019,N/A,M,WHITE,F,N,Y
ID015064,2019,FTF,F,WHITE,F,N,Y
ID015065,2019,N/A,F,WHITE,F,N,Y
ID015066,2019,UD,F,WHITE,P,N,Y
ID015067,2019,N/A,M,WHITE,F,N,Y
ID015068,2019,N/A,F,WHITE,F,N,Y
ID015069,2019,N/A,F,WHITE,F,N,Y
ID015070,2019,FTF,F,WHITE,F,N,Y
ID015071,2019,N/A,F,WHITE,F,N,Y
ID015072,2019,N/A,F,WHITE,F,N,Y
ID015073,2019,N/A,M,WHITE,F,N,Y
ID015074,2019,N/A,F,WHITE,F,N,Y
ID015075,2019,N/A,F,WHITE,P,N,Y
ID015076,2019,N/A,F,WHITE,F,N,Y
ID015077,2019,N/A,F,HISPA,F,N,Y
ID015078,2019,N/A,M,WHITE,F,N,Y
ID015079,2019,LD,M,WHITE,F,N,Y
ID015080,2019,N/A,F,HISPA,F,N,Y
ID015081,2019,N/A,F,TWOMORE,F,N,Y
ID015082,2019,UD,M,NSPEC,P,N,Y
ID015083,2019,N/A,F,WHITE,F,N,Y
ID015084,2019,N/A,M,TWOMORE,F,N,Y
ID015085,2019,N/A,F,TWOMORE,F,N,Y
ID015086,2019,N/A,F,WHITE,P,N,Y
ID015087,2019,FTF,M,WHITE,F,N,Y
ID015088,2019,N/A,M,BLACK,F,N,Y
ID015089,2019,N/A,F,WHITE,F,N,Y
ID015090,2019,N/A,F,HISPA,F,N,Y
ID015091,2019,FTF,M,WHITE,F,N,Y
ID015092,2019,N/A,F,WHITE,F,N,Y
ID015093,2019,N/A,F,TWOMORE,F,N,Y
ID015094,2019,N/A,F,HISPA,F,N,Y
ID015095,2019,FTF,F,WHITE,P,N,Y
ID015096,2019,N/A,F,WHITE,F,N,Y
ID015097,2019,FTF,F,ASIAN,F,N,Y
ID015098,2019,N/A,M,WHITE,F,N,Y
ID015099,2019,N/A,F,WHITE,F,N,Y
ID015100,2019,N/A,M,WHITE,F,N,Y
ID015101,2019,N/A,F,HISPA,F,N,Y
ID015102,2019,FTF,F,WHITE,F,N,Y
ID015103,2019,FTF,F,WHITE,F,N,Y
ID015104,2019,N/A,F,WHITE,F,N,Y
ID015105,2019,FTF,F,NSPEC,F,N,Y
ID015106,2019,FTF,M,WHITE,F,N,Y
ID015107,2019,N/A,M,WHITE,P,N,Y
ID015108,2019,N/A,M,WHITE,F,N,Y
ID015109,2019,N/A,M,WHITE,F,N,Y
ID015110,2019,N/A,F,WHITE,F,N,Y
ID015111,2019,N/A,M,WHITE,F,N,Y
ID015112,2019,FTF,F,HISPA,P,N,Y
ID015113,2019,FTF,F,HISPA,F,N,Y
ID015114,2019,N/A,M,HISPA,F,N,Y
ID015115,2019,N/A,F,WHITE,P,N,Y
ID015116,2019,N/A,F,HISPA,F,N,Y
ID015117,2019,N/A,F,HISPA,F,N,Y
ID015118,2019,N/A,F,WHITE,F,N,Y
ID015119,2019,N/A,M,HISPA,F,N,Y
ID015120,2019,N/A,M,WHITE,F,N,Y
ID015121,2019,N/A,M,HISPA,F,N,Y
ID015122,2019,N/A,F,TWOMORE,F,N,Y
ID015123,2019,FTF,F,WHITE,F,N,Y
ID015124,2019,N/A,F,WHITE,F,N,Y
ID015125,2019,N/A,F,WHITE,F,N,Y
ID015126,2019,N/A,F,WHITE,F,N,Y
ID015127,2019,N/A,F,WHITE,F,N,Y
ID015128,2019,N/A,F,WHITE,F,N,Y
ID015129,2019,LD,F,WHITE,F,N,Y
ID015130,2019,N/A,F,WHITE,F,N,Y
ID015131,2019,N/A,F,WHITE,P,N,Y
ID015132,2019,N/A,F,HISPA,F,N,Y
ID015133,2019,N/A,F,HISPA,P,N,Y
ID015134,2019,N/A,M,HISPA,F,N,Y
ID015135,2019,N/A,F,HISPA,F,N,Y
ID015136,2019,N/A,F,HISPA,F,N,Y
ID015137,2019,N/A,F,HISPA,F,N,Y
ID015138,2019,N/A,F,HISPA,P,N,Y
ID015139,2019,N/A,F,WHITE,P,N,Y
ID015140,2019,N/A,F,HISPA,F,N,Y
ID015141,2019,N/A,F,HISPA,F,N,Y
ID015142,2019,N/A,F,HISPA,P,N,Y
ID015143,2019,N/A,F,WHITE,F,N,Y
ID015144,2019,N/A,M,HISPA,F,N,Y
ID015145,2019,N/A,F,WHITE,P,N,Y
ID015146,2019,N/A,F,BLACK,P,N,Y
ID015147,2019,N/A,M,WHITE,F,N,Y
ID015148,2019,N/A,M,WHITE,P,N,Y
ID015149,2019,N/A,F,WHITE,P,N,Y
ID015150,2019,N/A,F,WHITE,F,N,Y
ID015151,2019,N/A,F,HISPA,F,N,Y
ID015152,2019,N/A,F,WHITE,P,N,Y
ID015153,2019,N/A,F,WHITE,F,N,Y
ID015154,2019,N/A,M,WHITE,F,N,Y
ID015155,2019,N/A,M,WHITE,P,N,Y
ID015156,2019,N/A,F,HISPA,F,N,Y
ID015157,2019,N/A,F,WHITE,F,N,Y
ID015158,2019,N/A,F,WHITE,F,N,Y
ID015159,2019,N/A,F,WHITE,F,N,Y
ID015160,2019,N/A,F,WHITE,F,N,Y
ID015161,2019,N/A,F,WHITE,F,N,Y
ID015162,2019,N/A,M,WHITE,F,N,Y
ID015163,2019,N/A,M,WHITE,F,N,Y
ID015164,2019,N/A,F,WHITE,F,N,Y
ID015165,2019,N/A,M,WHITE,F,N,Y
ID015166,2019,N/A,M,WHITE,F,N,Y
ID015167,2019,N/A,F,WHITE,P,N,Y
ID015168,2019,N/A,F,BLACK,F,N,Y
ID015169,2019,N/A,F,WHITE,P,N,Y
ID015170,2019,N/A,F,WHITE,P,N,Y
ID015171,2019,N/A,F,BLACK,P,N,Y
ID015172,2019,N/A,F,WHITE,F,N,Y
ID015173,2019,N/A,M,WHITE,F,N,Y
ID015174,2019,N/A,F,WHITE,F,N,Y
ID015175,2019,N/A,F,HISPA,F,N,Y
ID015176,2019,N/A,F,WHITE,F,N,Y
ID015177,2019,N/A,M,WHITE,F,N,Y
ID015178,2019,N/A,F,WHITE,F,N,Y
ID015179,2019,N/A,M,WHITE,P,N,Y
ID015180,2019,N/A,F,NSPEC,F,N,Y
ID015181,2019,N/A,F,WHITE,F,N,Y
ID015182,2019,N/A,F,WHITE,F,N,Y
ID015183,2019,N/A,M,WHITE,P,N,Y
ID015184,2019,N/A,M,WHITE,F,N,Y
ID015185,2019,N/A,F,WHITE,F,N,Y
ID015186,2019,N/A,F,WHITE,P,N,Y
ID015187,2019,N/A,M,WHITE,F,N,Y
ID015188,2019,FTF,F,WHITE,F,N,Y
ID015189,2019,N/A,M,WHITE,F,N,Y
ID015190,2019,N/A,F,TWOMORE,F,N,Y
ID015191,2019,N/A,F,WHITE,F,N,Y
ID015192,2019,UD,F,WHITE,F,N,Y
ID015193,2019,N/A,F,WHITE,F,N,Y
ID015194,2019,N/A,F,WHITE,F,N,Y
ID015195,2019,FTF,F,WHITE,F,N,Y
ID015196,2019,N/A,F,WHITE,F,N,Y
ID015197,2019,N/A,F,TWOMORE,F,N,Y
ID015198,2019,N/A,M,WHITE,F,N,Y
ID015199,2019,N/A,M,WHITE,F,N,Y
ID015200,2019,FTF,F,WHITE,F,N,Y
ID015201,2019,UD,F,HISPA,F,N,Y
ID015202,2019,FTF,F,TWOMORE,F,N,Y
ID015203,2019,FTF,F,HISPA,F,N,Y
ID015204,2019,N/A,F,HISPA,F,N,Y
ID015205,2019,N/A,F,WHITE,F,N,Y
ID015206,2019,N/A,M,TWOMORE,F,N,Y
ID015207,2019,FTF,M,WHITE,F,N,Y
ID015208,2019,N/A,F,TWOMORE,F,N,Y
ID015209,2019,N/A,F,WHITE,F,N,Y
ID015210,2019,N/A,F,WHITE,F,N,Y
ID015211,2019,N/A,M,WHITE,F,N,Y
ID015212,2019,N/A,M,WHITE,F,N,Y
ID015213,2019,N/A,F,WHITE,P,N,Y
ID015214,2019,N/A,F,HISPA,F,N,Y
ID015215,2019,N/A,F,WHITE,F,N,Y
ID015216,2019,N/A,F,WHITE,F,N,Y
ID015217,2019,N/A,M,HISPA,F,N,Y
ID015218,2019,N/A,F,WHITE,F,N,Y
ID015219,2019,N/A,F,WHITE,F,N,Y
ID015220,2019,FTF,F,HISPA,F,N,Y
ID015221,2019,FTF,M,WHITE,P,N,Y
ID015222,2019,N/A,F,HISPA,F,N,Y
ID015223,2019,FTF,F,HISPA,F,N,Y
ID015224,2019,N/A,F,WHITE,F,N,Y
ID015225,2019,N/A,F,WHITE,F,N,Y
ID015226,2019,N/A,M,WHITE,F,N,Y
ID015227,2019,N/A,M,WHITE,F,N,Y
ID015228,2019,FTF,M,WHITE,F,N,Y
ID015229,2019,N/A,F,WHITE,F,N,Y
ID015230,2019,N/A,F,HISPA,F,N,Y
ID015231,2019,FTF,F,TWOMORE,F,N,Y
ID015232,2019,N/A,F,WHITE,F,N,Y
ID015233,2019,N/A,M,WHITE,F,N,Y
ID015234,2019,UD,F,WHITE,F,N,Y
ID015235,2019,N/A,F,WHITE,P,N,Y
ID015236,2019,FTF,M,WHITE,F,N,Y
ID015237,2019,FTF,M,TWOMORE,F,N,Y
ID015238,2019,FTF,F,TWOMORE,F,N,Y
ID015239,2019,FTF,M,AMIND,F,N,Y
ID015240,2019,N/A,M,AMIND,F,N,Y
ID015241,2019,N/A,F,AMIND,F,N,Y
ID015242,2019,FTF,F,AMIND,P,N,Y
ID015243,2019,N/A,F,AMIND,F,N,Y
ID015244,2019,N/A,F,AMIND,F,N,Y
ID015245,2019,N/A,F,HISPA,F,N,Y
ID015246,2019,FTF,F,AMIND,F,N,Y
ID015247,2019,LD,F,WHITE,F,N,Y
ID015248,2019,N/A,M,HISPA,F,N,Y
ID015249,2019,FTF,F,WHITE,F,N,Y
ID015250,2019,UD,M,WHITE,P,N,Y
ID015251,2019,FTF,M,WHITE,F,N,Y
ID015252,2019,LD,F,NSPEC,P,N,Y
ID015253,2019,N/A,M,WHITE,F,N,Y
ID015254,2019,N/A,F,WHITE,F,N,Y
ID015255,2019,FTF,M,TWOMORE,F,N,Y
ID015256,2019,N/A,F,HISPA,F,N,Y
ID015257,2019,N/A,M,HISPA,F,N,Y
ID015258,2019,UD,M,HISPA,P,N,Y
ID015259,2019,N/A,F,HISPA,F,N,Y
ID015260,2019,N/A,F,HISPA,F,N,Y
ID015261,2019,N/A,F,HISPA,F,N,Y
ID015262,2019,FTF,F,WHITE,F,N,Y
ID015263,2019,FTF,F,WHITE,F,N,Y
ID015264,2019,N/A,M,AMIND,F,N,Y
ID015265,2019,N/A,M,WHITE,P,N,Y
ID015266,2019,FTF,F,TWOMORE,F,N,Y
ID015267,2019,N/A,M,WHITE,F,N,Y
ID015268,2019,N/A,M,WHITE,F,N,Y
ID015269,2019,N/A,M,BLACK,F,N,Y
ID015270,2019,N/A,F,WHITE,F,N,Y
ID015271,2019,N/A,F,WHITE,F,N,Y
ID015272,2019,N/A,M,WHITE,F,N,Y
ID015273,2019,FTF,F,WHITE,F,N,Y
ID015274,2019,LD,F,BLACK,P,N,Y
ID015275,2019,N/A,M,WHITE,F,N,Y
ID015276,2019,N/A,M,WHITE,F,N,Y
ID015277,2019,N/A,M,WHITE,F,N,Y
ID015278,2019,N/A,F,WHITE,P,N,Y
ID015279,2019,N/A,M,WHITE,F,N,Y
ID015280,2019,N/A,F,WHITE,F,N,Y
ID015281,2019,N/A,F,HISPA,F,N,Y
ID015282,2019,N/A,F,WHITE,F,N,Y
ID015283,2019,UD,M,HISPA,F,N,Y
ID015284,2019,FTF,F,HISPA,F,N,Y
ID015285,2019,N/A,F,WHITE,F,N,Y
ID015286,2019,N/A,F,HISPA,F,N,Y
ID015287,2019,N/A,M,HISPA,F,N,Y
ID015288,2019,N/A,F,HISPA,F,N,Y
ID015289,2019,FTF,F,HISPA,F,N,Y
ID015290,2019,FTF,M,WHITE,F,N,Y
ID015291,2019,UD,F,AMIND,F,N,Y
ID015292,2019,N/A,F,AMIND,F,N,Y
ID015293,2019,FTF,F,AMIND,F,N,Y
ID015294,2019,FTF,F,HISPA,P,N,Y
ID015295,2019,FTF,M,HISPA,F,N,Y
ID015296,2019,UD,F,AMIND,F,N,Y
ID015297,2019,N/A,M,WHITE,F,N,Y
ID015298,2019,N/A,F,WHITE,F,N,Y
ID015299,2019,FTF,M,WHITE,F,N,Y
ID015300,2019,N/A,F,WHITE,F,N,Y
ID015301,2019,UD,M,BLACK,F,N,Y
ID015302,2019,FTF,F,WHITE,F,N,Y
ID015303,2019,N/A,F,HISPA,F,N,Y
ID015304,2019,N/A,M,WHITE,F,N,Y
ID015305,2019,N/A,F,WHITE,F,N,Y
ID015306,2019,FTF,F,WHITE,F,N,Y
ID015307,2019,N/A,F,WHITE,F,N,Y
ID015308,2019,N/A,F,WHITE,F,N,Y
ID015309,2019,LD,M,WHITE,F,N,Y
ID015310,2019,N/A,F,WHITE,F,N,Y
ID015311,2019,N/A,F,WHITE,F,N,Y
ID015312,2019,FTF,F,WHITE,F,N,Y
ID015313,2019,N/A,F,ASIAN,F,N,Y
ID015314,2019,N/A,M,WHITE,F,N,Y
ID015315,2019,N/A,F,WHITE,F,N,Y
ID015316,2019,N/A,M,WHITE,F,N,Y
ID015317,2019,N/A,F,WHITE,F,N,Y
ID015318,2019,FTF,F,WHITE,F,N,Y
ID015319,2019,N/A,M,WHITE,F,N,Y
ID015320,2019,UD,F,HISPA,F,N,Y
ID015321,2019,N/A,M,WHITE,F,N,Y
ID015322,2019,N/A,F,HISPA,F,N,Y
ID015323,2019,N/A,F,WHITE,F,N,Y
ID015324,2019,N/A,F,ASIAN,F,N,Y
ID015325,2019,FTF,F,HISPA,F,N,Y
ID015326,2019,FTF,M,HISPA,F,N,Y
ID015327,2019,FTF,F,TWOMORE,P,N,Y
ID015328,2019,FTF,F,WHITE,P,N,Y
ID015329,2019,N/A,F,WHITE,F,N,Y
ID015330,2019,N/A,F,NSPEC,P,N,Y
ID015331,2019,N/A,F,WHITE,F,N,Y
ID015332,2019,N/A,M,WHITE,P,N,Y
ID015333,2019,N/A,M,INTL,F,N,Y
ID015334,2019,N/A,M,WHITE,P,N,Y
ID015335,2019,N/A,F,HISPA,P,N,Y
ID015336,2019,N/A,M,WHITE,P,N,Y
ID015337,2019,N/A,M,WHITE,P,N,Y
ID015338,2019,N/A,F,WHITE,P,N,Y
ID015339,2019,N/A,F,ASIAN,P,N,Y
ID015340,2019,N/A,F,WHITE,P,N,Y
ID015341,2019,N/A,F,WHITE,F,N,Y
ID015342,2019,N/A,F,HISPA,P,N,Y
ID015343,2019,N/A,M,HISPA,P,N,Y
ID015344,2019,N/A,F,AMIND,F,N,Y
ID015345,2019,N/A,F,PACIF,F,N,Y
ID015346,2019,N/A,F,WHITE,F,N,Y
ID015347,2019,N/A,F,WHITE,F,N,Y
ID015348,2019,N/A,M,WHITE,P,N,Y
ID015349,2019,N/A,M,WHITE,P,N,Y
ID015350,2019,N/A,M,WHITE,P,N,Y
ID015351,2019,N/A,F,WHITE,F,N,Y
ID015352,2019,N/A,M,INTL,F,N,Y
ID015353,2019,N/A,F,INTL,F,N,Y
ID015354,2019,N/A,F,NSPEC,F,N,Y
ID015355,2019,N/A,M,WHITE,P,N,Y
ID015356,2019,N/A,F,WHITE,F,N,Y
ID015357,2019,N/A,F,WHITE,F,N,Y
ID015358,2019,N/A,M,WHITE,F,N,Y
ID015359,2019,N/A,F,ASIAN,F,N,Y
ID015360,2019,N/A,M,NSPEC,P,N,Y
ID015361,2019,N/A,M,HISPA,P,N,Y
ID015362,2019,N/A,F,TWOMORE,F,N,Y
ID015363,2019,N/A,F,HISPA,F,N,Y
ID015364,2019,N/A,F,WHITE,P,N,Y
ID015365,2019,N/A,M,WHITE,P,N,Y
ID015366,2019,N/A,F,WHITE,F,N,Y
ID015367,2019,N/A,F,WHITE,P,N,Y
ID015368,2019,N/A,F,WHITE,F,N,Y
ID015369,2019,N/A,F,HISPA,P,N,Y
ID015370,2019,N/A,M,WHITE,F,N,Y
ID015371,2019,N/A,F,WHITE,F,N,Y
ID015372,2019,N/A,F,BLACK,F,N,Y
ID015373,2019,N/A,M,WHITE,P,N,Y
ID015374,2019,N/A,F,WHITE,P,N,Y
ID015375,2019,N/A,F,WHITE,F,N,Y
ID015376,2019,N/A,F,WHITE,F,N,Y
ID015377,2019,N/A,M,WHITE,P,N,Y
ID015378,2019,N/A,M,WHITE,F,N,Y
ID015379,2019,N/A,M,WHITE,P,N,Y
ID015380,2019,N/A,F,WHITE,P,N,Y
ID015381,2019,N/A,F,TWOMORE,P,N,Y
ID015382,2019,N/A,F,WHITE,F,N,Y
ID015383,2019,N/A,M,WHITE,P,N,Y
ID015384,2019,N/A,F,WHITE,P,N,Y
ID015385,2019,N/A,F,BLACK,P,N,Y
ID015386,2019,N/A,F,WHITE,P,N,Y
ID015387,2019,N/A,F,WHITE,F,N,Y
ID015388,2019,N/A,F,INTL,P,N,Y
ID015389,2019,N/A,F,HISPA,P,N,Y
ID015390,2019,N/A,F,AMIND,F,N,Y
ID015391,2019,N/A,F,ASIAN,P,N,Y
ID015392,2019,N/A,F,INTL,F,N,Y
ID015393,2019,N/A,F,BLACK,P,N,Y
ID015394,2019,N/A,F,WHITE,F,N,Y
ID015395,2019,N/A,F,AMIND,P,N,Y
ID015396,2019,N/A,F,AMIND,F,N,Y
ID015397,2019,N/A,F,WHITE,P,N,Y
ID015398,2019,N/A,F,BLACK,F,N,Y
ID015399,2019,N/A,M,ASIAN,P,N,Y
ID015400,2019,N/A,F,HISPA,F,N,Y
ID015401,2019,N/A,F,HISPA,F,N,Y
ID015402,2019,N/A,M,WHITE,F,N,Y
ID015403,2019,UD,M,HISPA,F,N,Y
ID015404,2019,N/A,F,WHITE,F,N,Y
ID015405,2019,N/A,F,WHITE,F,N,Y
ID015406,2019,N/A,F,WHITE,F,N,Y
ID015407,2019,N/A,F,WHITE,F,N,Y
ID015408,2019,N/A,F,WHITE,F,N,Y
ID015409,2019,FTF,M,WHITE,F,N,Y
ID015410,2019,FTF,M,WHITE,F,N,Y
ID015411,2019,N/A,M,TWOMORE,F,N,Y
ID015412,2019,N/A,F,HISPA,F,N,Y
ID015413,2019,N/A,F,HISPA,F,N,Y
ID015414,2019,N/A,F,AMIND,F,N,Y
ID015415,2019,N/A,F,HISPA,F,N,Y
ID015416,2019,FTF,M,INTL,P,N,Y
ID015417,2019,N/A,F,AMIND,F,N,Y
ID015418,2019,N/A,F,TWOMORE,F,N,Y
ID015419,2019,N/A,M,HISPA,F,N,Y
ID015420,2019,N/A,F,WHITE,F,N,Y
ID015421,2019,FTF,F,WHITE,F,N,Y
ID015422,2019,FTF,M,TWOMORE,F,N,Y
ID015423,2019,N/A,M,HISPA,F,N,Y
ID015424,2019,FTF,M,WHITE,F,N,Y
ID015425,2019,N/A,F,HISPA,F,N,Y
ID015426,2019,FTF,F,HISPA,F,N,Y
ID015427,2019,N/A,F,WHITE,P,N,Y
ID015428,2019,N/A,M,WHITE,P,N,Y
ID015429,2019,N/A,F,WHITE,F,N,Y
ID015430,2019,FTF,F,WHITE,F,N,Y
ID015431,2019,N/A,M,WHITE,F,N,Y
ID015432,2019,N/A,F,WHITE,F,N,Y
ID015433,2019,FTF,M,WHITE,F,N,Y
ID015434,2019,FTF,F,WHITE,F,N,Y
ID015435,2019,N/A,M,TWOMORE,F,N,Y
ID015436,2019,FTF,F,TWOMORE,F,N,Y
ID015437,2019,N/A,F,TWOMORE,F,N,Y
ID015438,2019,N/A,M,WHITE,F,N,Y
ID015439,2019,N/A,F,WHITE,F,N,Y
ID015440,2019,N/A,F,HISPA,F,N,Y
ID015441,2019,FTF,F,WHITE,F,N,Y
ID015442,2019,FTF,M,NSPEC,F,N,Y
ID015443,2019,FTF,M,HISPA,F,N,Y
ID015444,2019,N/A,F,HISPA,F,N,Y
ID015445,2019,N/A,F,HISPA,F,N,Y
ID015446,2019,N/A,F,HISPA,F,N,Y
ID015447,2019,N/A,F,HISPA,F,N,Y
ID015448,2019,N/A,F,HISPA,F,N,Y
ID015449,2019,N/A,F,HISPA,F,N,Y
ID015450,2019,N/A,F,HISPA,F,N,Y
ID015451,2019,N/A,M,HISPA,F,N,Y
ID015452,2019,UD,M,HISPA,F,N,Y
ID015453,2019,N/A,M,HISPA,P,N,Y
ID015454,2019,N/A,F,WHITE,F,N,Y
ID015455,2019,FTF,M,WHITE,F,N,Y
ID015456,2019,N/A,F,WHITE,F,N,Y
ID015457,2019,N/A,M,BLACK,F,N,Y
ID015458,2019,FTF,F,HISPA,F,N,Y
